type;ident;lat;long;y_proj;x_proj;ingreso_economico
TRACK;1.4.158-5;-16.3185171;-71.60080232;-1930821.635;2832055.275;E
TRACK;1.4.158-6; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-6;-16.31774069;-71.6009064;-1930729.157;2832053.519;E
TRACK;1.4.158-6;-16.31750024;-71.60122235;-1930696.972;2832020.801;E
TRACK;1.4.158-6;-16.31769891;-71.60138415;-1930718.281;2831999.882;E
TRACK;1.4.158-6;-16.31793794;-71.60106389;-1930750.353;2832033.107;E
TRACK;1.4.158-7; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-7;-16.31796788;-71.6010872;-1930753.578;2832030.076;E
TRACK;1.4.158-7;-16.31773976;-71.6013993;-1930722.889;2831997.635;E
TRACK;1.4.158-7;-16.31793897;-71.60155997;-1930744.275;2831976.837;E
TRACK;1.4.158-7;-16.3181661;-71.60124666;-1930774.863;2832009.428;E
TRACK;1.4.158-8; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-8;-16.31834535;-71.60120379;-1930796.448;2832011.97;E
TRACK;1.4.158-8;-16.31803354;-71.60162755;-1930754.536;2831967.95;E
TRACK;1.4.158-8;-16.31822432;-71.60178317;-1930774.995;2831947.833;E
TRACK;1.4.158-8;-16.31853831;-71.60135977;-1930817.159;2831991.784;E
TRACK;1.4.158-9; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-9;-16.31855807;-71.60138197;-1930819.202;2831989.011;E
TRACK;1.4.158-9;-16.31825849;-71.60179895;-1930778.811;2831945.601;E
TRACK;1.4.158-9;-16.31848867;-71.60198294;-1930803.542;2831921.758;E
TRACK;1.4.158-9;-16.31879926;-71.60155325;-1930845.386;2831966.466;E
TRACK;1.4.158-10; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-10;-16.31809306;-71.60183629;-1930758.917;2831943.508;E
TRACK;1.4.158-10;-16.31776396;-71.60229865;-1930714.492;2831895.334;E
TRACK;1.4.158-10;-16.31808461;-71.60253997;-1930749.133;2831863.818;E
TRACK;1.4.158-10;-16.31841306;-71.60209301;-1930793.288;2831910.255;E
TRACK;1.4.158-11; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-11;-16.31805626;-71.60181471;-1930754.865;2831946.431;E
TRACK;1.4.158-11;-16.31785686;-71.60166066;-1930733.374;2831966.48;E
TRACK;1.4.158-11;-16.31771341;-71.60188962;-1930713.668;2831942.372;E
TRACK;1.4.158-11;-16.31768651;-71.60186748;-1930710.785;2831945.232;E
TRACK;1.4.158-11;-16.31783747;-71.60165037;-1930731.226;2831967.898;E
TRACK;1.4.158-11;-16.31765415;-71.60150028;-1930711.574;2831987.291;E
TRACK;1.4.158-11;-16.3173285;-71.60196306;-1930667.548;2831939.025;E
TRACK;1.4.158-11;-16.31773348;-71.60227162;-1930711.251;2831898.793;E
TRACK;1.4.158-12; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-12;-16.31763596;-71.60148853;-1930709.585;2831988.859;E
TRACK;1.4.158-12;-16.31741993;-71.60131555;-1930686.377;2832011.271;E
TRACK;1.4.158-12;-16.31727314;-71.60154096;-1930666.322;2831987.608;E
TRACK;1.4.158-12;-16.3174896;-71.60169811;-1930689.778;2831966.986;E
TRACK;1.4.158-13; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-13;-16.31723836;-71.60155983;-1930662.002;2831985.918;E
TRACK;1.4.158-13;-16.31710642;-71.60178781;-1930643.658;2831961.772;E
TRACK;1.4.158-13;-16.3173106;-71.6019554;-1930665.542;2831940.126;E
TRACK;1.4.158-13;-16.31746405;-71.60173443;-1930686.324;2831963.199;E
TRACK;1.4.158-14; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-14;-16.31714863;-71.60102519;-1930658.145;2832047.71;E
TRACK;1.4.158-14;-16.31679368;-71.60153039;-1930610.15;2831995.011;E
TRACK;1.4.158-14;-16.31701711;-71.60170923;-1930634.153;2831971.839;E
TRACK;1.4.158-14;-16.31738072;-71.60121224;-1930683.063;2832023.494;E
TRACK;1.4.158-15; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-15;-16.31767282;-71.60031395;-1930728.59;2832121.583;E
TRACK;1.4.158-15;-16.31719211;-71.60098033;-1930663.811;2832052.234;E
TRACK;1.4.158-15;-16.3174155;-71.60116571;-1930687.729;2832028.321;E
TRACK;1.4.158-15;-16.31794544;-71.60045772;-1930758.809;2832101.751;E
TRACK;1.4.158-16; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-16;-16.31799404;-71.60010422;-1930768.933;2832141.21;E
TRACK;1.4.158-16;-16.31782667;-71.60001003;-1930750.456;2832154.057;E
TRACK;1.4.158-16;-16.31771152;-71.60026331;-1930733.769;2832126.825;E
TRACK;1.4.158-16;-16.31788058;-71.60034954;-1930752.544;2832114.858;E
TRACK;1.4.158-17; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-17;-16.31829617;-71.60000535;-1930805.649;2832148.512;E
TRACK;1.4.158-17;-16.31784608;-71.59981447;-1930755.18;2832175.984;E
TRACK;1.4.158-17;-16.31774665;-71.59985038;-1930743.054;2832173.198;E
TRACK;1.4.158-17;-16.31823841;-71.60011646;-1930797.478;2832136.66;E
TRACK;1.4.158-19; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-19;-16.31753079;-71.59995595;-1930716.385;2832164.02;E
TRACK;1.4.158-19;-16.31734207;-71.59985488;-1930695.486;2832177.923;E
TRACK;1.4.158-19;-16.31723165;-71.60002975;-1930680.334;2832159.522;E
TRACK;1.4.158-19;-16.31743233;-71.60012704;-1930702.685;2832145.891;E
TRACK;1.4.158-20; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-20;-16.31722456;-71.59980132;-1930682.355;2832185.518;E
TRACK;1.4.158-20;-16.31715074;-71.59999614;-1930671.252;2832164.38;E
TRACK;1.4.158-20;-16.31721971;-71.60001737;-1930679.086;2832161.08;E
TRACK;1.4.158-20;-16.31731518;-71.599846;-1930692.44;2832179.278;E
TRACK;1.4.158-21; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-21;-16.31711548;-71.60001899;-1930666.826;2832162.245;E
TRACK;1.4.158-21;-16.31683799;-71.60070872;-1930625.62;2832087.618;E
TRACK;1.4.158-21;-16.316895;-71.60074522;-1930631.859;2832082.741;E
TRACK;1.4.158-21;-16.31732876;-71.60014754;-1930690.266;2832144.907;E
TRACK;1.4.158-22; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-22;-16.31736587;-71.60016015;-1930694.466;2832142.997;E
TRACK;1.4.158-22;-16.31693448;-71.60077583;-1930636.112;2832078.759;E
TRACK;1.4.158-22;-16.31716167;-71.60094416;-1930660.689;2832056.73;E
TRACK;1.4.158-22;-16.31762393;-71.60028734;-1930723.182;2832125.234;E
TRACK;1.4.158-23; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-23;-16.31681842;-71.6007579;-1930622.708;2832082.294;E
TRACK;1.4.158-23;-16.31658141;-71.6013778;-1930587.128;2832015.062;E
TRACK;1.4.158-23;-16.31675145;-71.60152049;-1930605.314;2831996.68;E
TRACK;1.4.158-23;-16.31711365;-71.600999;-1930654.364;2832051.132;E
TRACK;1.4.158-24; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-24;-16.31688338;-71.6017621;-1930617.788;2831967.574;E
TRACK;1.4.158-24;-16.31653066;-71.60148652;-1930579.811;2832003.389;E
TRACK;1.4.158-24;-16.31643617;-71.60173093;-1930565.661;2831976.895;E
TRACK;1.4.158-24;-16.3167892;-71.60195787;-1930604.282;2831946.592;E
TRACK;1.4.158-25; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-25;-16.31676188;-71.60199527;-1930600.606;2831942.703;E
TRACK;1.4.158-25;-16.31638814;-71.60176433;-1930559.602;2831973.729;E
TRACK;1.4.158-25;-16.31630827;-71.60201231;-1930547.125;2831946.641;E
TRACK;1.4.158-25;-16.31667622;-71.60219986;-1930587.991;2831920.611;E
TRACK;1.4.158-26; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-26;-16.31714161;-71.60243508;-1930639.703;2831887.915;E
TRACK;1.4.158-26;-16.31733878;-71.60212526;-1930666.729;2831920.498;E
TRACK;1.4.158-26;-16.31691319;-71.60178339;-1930621.023;2831964.774;E
TRACK;1.4.158-26;-16.31670588;-71.60221931;-1930591.231;2831918.022;E
TRACK;1.4.158-27; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-27;-16.31723741;-71.60259226;-1930648.99;2831868.851;E
TRACK;1.4.158-27;-16.31624038;-71.60209971;-1930538.06;2831937.608;E
TRACK;1.4.158-27;-16.31603231;-71.60258609;-1930507.549;2831885.143;E
TRACK;1.4.158-27;-16.31694357;-71.60304802;-1930608.789;2831820.968;E
TRACK;1.4.158-28; ; ;-1.516416327;20763369.87;E
TRACK;1.4.158-28;-16.31756235;-71.6022903;-1930690.921;2831898.89;E
TRACK;1.4.158-28;-16.31740342;-71.60251509;-1930669.449;2831875.455;E
TRACK;1.4.158-28;-16.31738742;-71.60250042;-1930667.753;2831877.325;E
TRACK;1.4.158-28;-16.31735754;-71.60255785;-1930663.527;2831871.199;E
TRACK;1.4.158-28;-16.317372;-71.60257157;-1930665.053;2831869.456;E
TRACK;1.4.158-28;-16.31702191;-71.60308965;-1930617.468;2831815.235;E
TRACK;1.4.158-28;-16.31752411;-71.60335526;-1930673.124;2831778.616;E
TRACK;1.4.158-28;-16.31801647;-71.60265473;-1930739.696;2831851.686;E
TRACK;1.4.159-1; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-1;-16.31587984;-71.6025014;-1930490.702;2831896.72;E
TRACK;1.4.159-1;-16.31640501;-71.60140389;-1930566.087;2832014.386;E
TRACK;1.4.159-1;-16.31613534;-71.60128618;-1930535.889;2832031.224;E
TRACK;1.4.159-1;-16.31561502;-71.60237727;-1930461.155;2831914.223;E
TRACK;1.4.159-2; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-2;-16.31645018;-71.60129868;-1930572.706;2832025.732;E
TRACK;1.4.159-2;-16.31671696;-71.60039051;-1930615.384;2832125.27;E
TRACK;1.4.159-2;-16.31657748;-71.60033204;-1930599.734;2832133.706;E
TRACK;1.4.159-2;-16.31617436;-71.60118673;-1930541.715;2832041.997;E
TRACK;1.4.159-3; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-3;-16.31671584;-71.59967156;-1930624.236;2832206.817;E
TRACK;1.4.159-3;-16.31653996;-71.60016631;-1930597.4;2832152.986;E
TRACK;1.4.159-3;-16.31647482;-71.60015303;-1930589.916;2832155.335;E
TRACK;1.4.159-3;-16.31643567;-71.60024856;-1930584.124;2832145.008;E
TRACK;1.4.159-3;-16.31674617;-71.60037891;-1930618.959;2832126.208;E
TRACK;1.4.159-3;-16.31695064;-71.59974081;-1930650.944;2832195.925;E
TRACK;1.4.159-5; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-5;-16.31610854;-71.60118187;-1930534.046;2832043.4;E
TRACK;1.4.159-5;-16.31652259;-71.60031854;-1930593.457;2832135.947;E
TRACK;1.4.159-5;-16.31640551;-71.60027101;-1930580.301;2832142.852;E
TRACK;1.4.159-5;-16.31613091;-71.60047522;-1930545.502;2832123.247;E
TRACK;1.4.159-5;-16.3158634;-71.60108348;-1930506.487;2832057.73;E
TRACK;1.4.159-6; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-6;-16.31556138;-71.60234237;-1930455.291;2831918.874;E
TRACK;1.4.159-6;-16.31608058;-71.6012657;-1930529.715;2832034.255;E
TRACK;1.4.159-6;-16.31580438;-71.60117675;-1930498.391;2832047.916;E
TRACK;1.4.159-6;-16.31530061;-71.60221013;-1930426.321;2831937.244;E
TRACK;1.4.159-7; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-7;-16.31521887;-71.60218152;-1930417.079;2831941.547;E
TRACK;1.4.159-7;-16.31574098;-71.60114244;-1930491.374;2832052.627;E
TRACK;1.4.159-7;-16.31547541;-71.60103482;-1930461.532;2832068.267;E
TRACK;1.4.159-7;-16.31497931;-71.60203918;-1930390.725;2831960.787;E
TRACK;1.4.159-8; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-8;-16.31578211;-71.60105562;-1930497.289;2832061.941;E
TRACK;1.4.159-8;-16.31604712;-71.60050658;-1930535.271;2832120.776;E
TRACK;1.4.159-8;-16.31580581;-71.60037633;-1930508.56;2832138.668;E
TRACK;1.4.159-8;-16.31551671;-71.60095608;-1930467.366;2832076.663;E
TRACK;1.4.159-9; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-9;-16.31620204;-71.59955151;-1930565.398;2832227.08;E
TRACK;1.4.159-9;-16.31584488;-71.6003372;-1930513.637;2832142.601;E
TRACK;1.4.159-9;-16.3160683;-71.6004637;-1930538.294;2832125.364;E
TRACK;1.4.159-9;-16.31621211;-71.60037287;-1930556.317;2832133.803;E
TRACK;1.4.159-9;-16.31637122;-71.60015092;-1930577.776;2832156.915;E
TRACK;1.4.159-9;-16.31627029;-71.60004666;-1930567.225;2832170.044;E
TRACK;1.4.159-9;-16.31644456;-71.59960754;-1930593.178;2832217.587;E
TRACK;1.4.159-10; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-10;-16.31586889;-71.59999527;-1930520.729;2832181.066;E
TRACK;1.4.159-10;-16.3160956;-71.59952808;-1930553.192;2832231.114;E
TRACK;1.4.159-10;-16.31580323;-71.59947513;-1930519.519;2832240.902;E
TRACK;1.4.159-10;-16.3156106;-71.59989658;-1930491.63;2832195.6;E
TRACK;1.4.159-11; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-11;-16.3154464;-71.60092335;-1930459.518;2832081.285;E
TRACK;1.4.159-11;-16.31584424;-71.60004715;-1930517.187;2832175.502;E
TRACK;1.4.159-11;-16.31558824;-71.59995715;-1930488.248;2832189.021;E
TRACK;1.4.159-11;-16.31518275;-71.60082815;-1930429.746;2832095.492;E
TRACK;1.4.159-12; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-12;-16.31489346;-71.60201505;-1930380.945;2831964.635;E
TRACK;1.4.159-12;-16.31539537;-71.60101929;-1930452.327;2832071.065;E
TRACK;1.4.159-12;-16.31514308;-71.60092397;-1930423.89;2832085.138;E
TRACK;1.4.159-12;-16.31465886;-71.60189968;-1930354.836;2831980.754;E
TRACK;1.4.159-13; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-13;-16.31458968;-71.60186383;-1930347.16;2831985.714;E
TRACK;1.4.159-13;-16.31505021;-71.60089992;-1930413.284;2832089.068;E
TRACK;1.4.159-13;-16.31470192;-71.60077918;-1930373.892;2832107.267;E
TRACK;1.4.159-13;-16.3142582;-71.60170039;-1930310.275;2832008.537;E
TRACK;1.4.159-14; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-14;-16.31510726;-71.60080353;-1930421.189;2832099.26;E
TRACK;1.4.159-14;-16.31560065;-71.59972537;-1930492.601;2832215.145;E
TRACK;1.4.159-14;-16.31541915;-71.59963236;-1930472.45;2832228.041;E
TRACK;1.4.159-14;-16.31530483;-71.59971607;-1930457.978;2832220.027;E
TRACK;1.4.159-14;-16.31519294;-71.59969239;-1930445.135;2832224.161;E
TRACK;1.4.159-14;-16.31508031;-71.59995342;-1930428.647;2832196.016;E
TRACK;1.4.159-14;-16.31505658;-71.59994154;-1930426.007;2832197.67;E
TRACK;1.4.159-14;-16.315025;-71.60001734;-1930421.352;2832189.483;E
TRACK;1.4.159-14;-16.31503942;-71.60002617;-1930422.935;2832188.294;E
TRACK;1.4.159-14;-16.31475867;-71.60068009;-1930381.794;2832117.77;E
TRACK;1.4.159-15; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-15;-16.31466753;-71.60065683;-1930371.382;2832121.586;E
TRACK;1.4.159-15;-16.3151079;-71.59971531;-1930434.861;2832222.662;E
TRACK;1.4.159-15;-16.31468341;-71.59993534;-1930382.263;2832203.202;E
TRACK;1.4.159-15;-16.31439222;-71.60055356;-1930340.342;2832136.86;E
TRACK;1.4.159-16; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-16;-16.3141768;-71.60168019;-1930300.968;2832011.881;E
TRACK;1.4.159-16;-16.31462677;-71.60072892;-1930365.695;2832113.938;E
TRACK;1.4.159-16;-16.31436822;-71.60063487;-1930336.507;2832127.95;E
TRACK;1.4.159-16;-16.31391471;-71.60154288;-1930271.905;2832030.843;E
TRACK;1.4.159-17; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-17;-16.31385944;-71.60151409;-1930265.774;2832034.823;E
TRACK;1.4.159-17;-16.31429435;-71.60061412;-1930328.092;2832131.258;E
TRACK;1.4.159-17;-16.31401465;-71.6005184;-1930296.441;2832145.732;E
TRACK;1.4.159-17;-16.31359197;-71.60138208;-1930236.014;2832053.255;E
TRACK;1.4.159-18; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-18;-16.31431915;-71.60053338;-1930332.013;2832140.094;E
TRACK;1.4.159-18;-16.31460682;-71.59992482;-1930373.399;2832205.386;E
TRACK;1.4.159-18;-16.31435652;-71.59982998;-1930345.19;2832219.38;E
TRACK;1.4.159-18;-16.31406347;-71.60043675;-1930303.195;2832154.36;E
TRACK;1.4.159-19; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-19;-16.31399146;-71.60039884;-1930295.212;2832159.592;E
TRACK;1.4.159-19;-16.31428708;-71.59979125;-1930337.52;2832224.671;E
TRACK;1.4.159-19;-16.31400845;-71.59966194;-1930306.414;2832242.94;E
TRACK;1.4.159-19;-16.31373179;-71.60029743;-1930265.985;2832174.451;E
TRACK;1.4.159-20; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-20;-16.31354503;-71.60135571;-1930230.831;2832056.853;E
TRACK;1.4.159-20;-16.31395989;-71.60049036;-1930290.36;2832149.621;E
TRACK;1.4.159-20;-16.31368084;-71.60039802;-1930258.744;2832163.703;E
TRACK;1.4.159-20;-16.31328409;-71.60122559;-1930201.813;2832074.984;E
TRACK;1.4.159-21; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-21;-16.31321025;-71.60119259;-1930193.555;2832079.682;E
TRACK;1.4.159-21;-16.31361383;-71.60037243;-1930251.196;2832167.472;E
TRACK;1.4.159-21;-16.31334207;-71.60026516;-1930220.621;2832183.153;E
TRACK;1.4.159-21;-16.3129692;-71.60106251;-1930166.871;2832097.552;E
TRACK;1.4.159-22; ; ;-1.516416327;20763369.87;E
TRACK;1.4.159-22;-16.31365062;-71.60028444;-1930256.614;2832176.975;E
TRACK;1.4.159-22;-16.31394257;-71.59969631;-1930298.248;2832239.895;E
TRACK;1.4.159-22;-16.31386003;-71.59959147;-1930289.865;2832252.852;E
TRACK;1.4.159-22;-16.31368081;-71.59952372;-1930269.665;2832262.855;E
TRACK;1.4.159-22;-16.31338175;-71.60018638;-1930226.266;2832191.574;E
TRACK;1.4.160-3; ; ;-1.516416327;20763369.87;E
TRACK;1.4.160-3;-16.31383957;-71.59953762;-1930288.135;2832259.224;E
TRACK;1.4.160-3;-16.31410219;-71.59878491;-1930328.382;2832341.188;E
TRACK;1.4.160-3;-16.31385777;-71.5986787;-1930301.005;2832356.396;E
TRACK;1.4.160-3;-16.31372671;-71.59878429;-1930284.294;2832346.117;E
TRACK;1.4.160-3;-16.31363755;-71.59904356;-1930270.584;2832317.867;E
TRACK;1.4.160-3;-16.31375332;-71.59911199;-1930283.325;2832308.61;E
TRACK;1.4.160-3;-16.3137122;-71.5992575;-1930276.678;2832292.639;E
TRACK;1.4.160-3;-16.31361968;-71.59947055;-1930263.15;2832269.676;E
TRACK;1.4.166-1; ; ;-1.516416327;20763369.87;E
TRACK;1.4.166-1;-16.31698001;-71.59161728;-1930755.934;2833116.808;E
TRACK;1.4.166-1;-16.31674864;-71.59152705;-1930729.89;2833130.036;E
TRACK;1.4.166-1;-16.31621538;-71.59130733;-1930670.01;2833161.858;E
TRACK;1.4.166-1;-16.31622493;-71.59169741;-1930666.255;2833117.496;E
TRACK;1.4.166-1;-16.31704569;-71.59168219;-1930762.835;2833108.596;E
TRACK;1.4.166-2; ; ;-1.516416327;20763369.87;E
TRACK;1.4.166-2;-16.31708956;-71.59299298;-1930751.601;2832959.372;E
TRACK;1.4.166-2;-16.31705048;-71.59175419;-1930762.499;2833100.368;E
TRACK;1.4.166-2;-16.31667826;-71.59178157;-1930718.442;2833102.082;E
TRACK;1.4.166-2;-16.31670391;-71.59299967;-1930706.226;2832963.606;E
TRACK;1.4.166-3; ; ;-1.516416327;20763369.87;E
TRACK;1.4.166-3;-16.31659218;-71.59177483;-1930708.417;2833103.961;E
TRACK;1.4.166-3;-16.31621519;-71.59178507;-1930664.016;2833107.68;E
TRACK;1.4.166-3;-16.31624642;-71.59300735;-1930652.403;2832968.658;E
TRACK;1.4.166-3;-16.31662156;-71.59300256;-1930696.52;2832964.345;E
TRACK;1.4.166-4; ; ;-1.516416327;20763369.87;E
TRACK;1.4.166-4;-16.31678429;-71.59419944;-1930700.668;2832826.502;E
TRACK;1.4.166-4;-16.31683576;-71.59399986;-1930709.207;2832848.47;E
TRACK;1.4.166-4;-16.31663844;-71.59391891;-1930687.046;2832860.204;E
TRACK;1.4.166-4;-16.31661637;-71.59311695;-1930694.48;2832951.439;E
TRACK;1.4.166-4;-16.31624328;-71.5931168;-1930650.666;2832956.286;E
TRACK;1.4.166-4;-16.31622139;-71.59397649;-1930637.349;2832859.072;E
TRACK;1.4.166-5; ; ;-1.516416327;20763369.87;E
TRACK;1.4.166-5;-16.31708772;-71.5930757;-1930750.35;2832950.015;E
TRACK;1.4.166-5;-16.31671874;-71.5930956;-1930706.769;2832952.535;E
TRACK;1.4.166-5;-16.316741;-71.59394499;-1930698.765;2832855.919;E
TRACK;1.4.166-5;-16.31708562;-71.59404013;-1930738.047;2832840.668;E
TRACK;1.4.166-6; ; ;-1.516416327;20763369.87;E
TRACK;1.4.166-6;-16.31614259;-71.59311343;-1930638.883;2832957.972;E
TRACK;1.4.166-6;-16.31575559;-71.59310084;-1930593.591;2832964.409;E
TRACK;1.4.166-6;-16.31573421;-71.59418171;-1930577.57;2832842.106;E
TRACK;1.4.166-6;-16.31594643;-71.59417906;-1930602.526;2832839.659;E
TRACK;1.4.166-6;-16.3161426;-71.59398187;-1930628.029;2832859.483;E
TRACK;1.4.166-7; ; ;-1.516416327;20763369.87;E
TRACK;1.4.166-7;-16.31615019;-71.59301913;-1930640.954;2832968.568;E
TRACK;1.4.166-7;-16.3161132;-71.59179486;-1930651.916;2833107.891;E
TRACK;1.4.166-7;-16.31574544;-71.59178397;-1930608.862;2833113.887;E
TRACK;1.4.166-7;-16.31574547;-71.59303811;-1930593.187;2832971.654;E
TRACK;1.4.166-8; ; ;-1.516416327;20763369.87;E
TRACK;1.4.166-8;-16.31612034;-71.59168687;-1930654.104;2833120.046;E
TRACK;1.4.166-8;-16.31611921;-71.59124788;-1930659.46;2833169.846;E
TRACK;1.4.166-8;-16.31573974;-71.59109845;-1930616.763;2833191.705;E
TRACK;1.4.166-8;-16.31575605;-71.59169188;-1930611.26;2833124.193;E
TRACK;1.4.166-9; ; ;-1.516416327;20763369.87;E
TRACK;1.4.166-9;-16.31523205;-71.59092243;-1930559.34;2833218.241;E
TRACK;1.4.166-9;-16.31526509;-71.59173424;-1930553.071;2833125.745;E
TRACK;1.4.166-9;-16.31564321;-71.59170187;-1930597.882;2833124.521;E
TRACK;1.4.166-9;-16.31562351;-71.59108771;-1930603.247;2833194.428;E
TRACK;1.4.167-1; ; ;-1.516416327;20763369.87;E
TRACK;1.4.167-1;-16.32082246;-71.59415474;-1931175.461;2832779.292;E
TRACK;1.4.167-1;-16.32080666;-71.59302809;-1931187.693;2832907.264;E
TRACK;1.4.167-1;-16.32045168;-71.59303516;-1931145.916;2832911.059;E
TRACK;1.4.167-1;-16.32045322;-71.59414891;-1931132.172;2832784.734;E
TRACK;1.4.167-2; ; ;-1.516416327;20763369.87;E
TRACK;1.4.167-2;-16.32035926;-71.59415514;-1931121.059;2832785.244;E
TRACK;1.4.167-2;-16.3203548;-71.59303836;-1931134.499;2832911.951;E
TRACK;1.4.167-2;-16.31998236;-71.59305245;-1931090.584;2832915.175;E
TRACK;1.4.167-2;-16.31997962;-71.59416536;-1931076.347;2832789.001;E
TRACK;1.4.167-3; ; ;-1.516416327;20763369.87;E
TRACK;1.4.167-3;-16.3198964;-71.59416252;-1931066.61;2832790.4;E
TRACK;1.4.167-3;-16.31987719;-71.59304298;-1931078.351;2832917.612;E
TRACK;1.4.167-3;-16.31950204;-71.59305807;-1931034.105;2832920.758;E
TRACK;1.4.167-3;-16.31949315;-71.59416465;-1931019.226;2832795.379;E
TRACK;1.4.167-4; ; ;-1.516416327;20763369.87;E
TRACK;1.4.167-4;-16.31942371;-71.5941736;-1931010.96;2832795.264;E
TRACK;1.4.167-4;-16.31941426;-71.59304254;-1931023.99;2832923.655;E
TRACK;1.4.167-4;-16.31903887;-71.59306501;-1930979.624;2832925.967;E
TRACK;1.4.167-4;-16.31904777;-71.59417832;-1930966.75;2832799.595;E
TRACK;1.4.167-5; ; ;-1.516416327;20763369.87;E
TRACK;1.4.167-5;-16.31767036;-71.59413844;-1930805.488;2832821.95;E
TRACK;1.4.167-5;-16.31901838;-71.59417825;-1930963.3;2832799.984;E
TRACK;1.4.167-5;-16.31899747;-71.59302547;-1930975.257;2832930.987;E
TRACK;1.4.167-5;-16.31860478;-71.59305319;-1930928.793;2832932.928;E
TRACK;1.4.167-5;-16.31859757;-71.59388153;-1930917.59;2832839.082;E
TRACK;1.4.167-5;-16.31766946;-71.59381977;-1930809.368;2832858.101;E
TRACK;1.4.167-6; ; ;-1.516416327;20763369.87;E
TRACK;1.4.167-6;-16.31755864;-71.59308181;-1930805.579;2832943.226;E
TRACK;1.4.167-6;-16.31718287;-71.59308236;-1930761.441;2832948.028;E
TRACK;1.4.167-6;-16.31718824;-71.59411942;-1930749.107;2832830.348;E
TRACK;1.4.167-6;-16.31756773;-71.59412973;-1930793.545;2832824.266;E
TRACK;1.4.167-7; ; ;-1.516416327;20763369.87;E
TRACK;1.4.167-7;-16.31753877;-71.59298244;-1930804.487;2832954.753;E
TRACK;1.4.167-7;-16.31752248;-71.59176588;-1930817.784;2833092.931;E
TRACK;1.4.167-7;-16.31714859;-71.59176632;-1930773.869;2833097.722;E
TRACK;1.4.167-7;-16.31717159;-71.59298815;-1930761.295;2832958.858;E
TRACK;1.4.167-8; ; ;-1.516416327;20763369.87;E
TRACK;1.4.167-8;-16.31800735;-71.59297658;-1930859.59;2832949.35;E
TRACK;1.4.167-8;-16.3180013;-71.59174149;-1930874.321;2833089.498;E
TRACK;1.4.167-8;-16.31762781;-71.59175579;-1930830.279;2833092.712;E
TRACK;1.4.167-8;-16.31764037;-71.59298755;-1930816.355;2832952.857;E
TRACK;1.4.167-9; ; ;-1.516416327;20763369.87;E
TRACK;1.4.167-9;-16.31848466;-71.59296536;-1930915.784;2832944.444;E
TRACK;1.4.167-9;-16.31846592;-71.59173022;-1930929.026;2833084.761;E
TRACK;1.4.167-9;-16.31810107;-71.5917624;-1930885.776;2833085.835;E
TRACK;1.4.167-9;-16.31808852;-71.59296967;-1930869.209;2832949.084;E
TRACK;1.4.167-10; ; ;-1.516416327;20763369.87;E
TRACK;1.4.167-10;-16.31896032;-71.59294471;-1930971.903;2832940.627;E
TRACK;1.4.167-10;-16.31893793;-71.59171771;-1930984.616;2833080.067;E
TRACK;1.4.167-10;-16.31855456;-71.59171971;-1930939.568;2833084.805;E
TRACK;1.4.167-10;-16.31856515;-71.59294066;-1930925.546;2832946.203;E
TRACK;1.4.167-11; ; ;-1.516416327;20763369.87;E
