id,type,length,start_time,end_time,start_name,start_lat,start_lon,end_name,end_lat,end_lon
190,Internal,0.13479597280399247,2021-09-04 06:44:16,2021-10-23 11:33:01,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
191,External,1.583612950388711,2021-10-23 10:33:01,2023-05-24 10:59:59,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
192,External,1.2055307586077135,2021-10-23 11:33:01,2023-01-06 12:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
193,Internal,0.3561295358669221,2021-09-04 05:44:16,2022-01-12 05:25:57,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
194,External,0.7513204832158027,2022-01-12 05:25:57,2022-10-13 11:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
195,Internal,0.22838291628282992,2022-01-12 05:25:57,2022-04-05 14:04:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
196,External,1.0407457861112805,2022-04-05 14:04:00,2023-04-20 10:59:59,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
197,Internal,0.1444690818246226,2022-04-05 14:04:00,2022-05-28 07:36:57,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
198,External,0.9127150604509016,2022-05-28 07:36:57,2023-04-26 10:59:59,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
199,External,0.2935369782590871,2022-05-28 07:36:57,2022-09-12 11:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
