node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel
158,159,0.193160988614981,-71.497178639646,-16.3896238348802,-71.4962704453531,-16.3951442718394,2.12036514910652,1.92720416049154,2015.08146616239,2015.27462715101,NA
161,164,0.118030981754689,-71.4953221675676,-16.3896841800075,-71.495540551577,-16.3893739538295,2.15960139877597,2.04157041702128,2015.19583241892,2015.31386340068,NA
161,162,0.25311180781592,-71.4953221675676,-16.3896841800075,-71.4905648416024,-16.3941391733708,2.2946822248372,2.04157041702128,2015.19583241892,2015.44894422674,NA
180,181,1.12778694524896,-71.5689916288135,-16.3316989046986,-71.5828516946334,-16.3221650091714,2.30826854448859,1.18048159923963,2014.33474360114,2015.46253054639,NA
164,165,0.150756039335644,-71.495540551577,-16.3893739538295,-71.4887954830938,-16.3916780834676,2.31035743811162,2.15960139877597,2015.31386340068,2015.46461944001,NA
152,153,0.200650958809103,-71.5069798961899,-16.3943392440627,-71.5060365366431,-16.3980349158041,2.31210821485865,2.11145725604955,2015.26571925795,2015.46637021676,NA
218,225,0.286841176136202,-71.582384351995,-16.3348425741033,-71.5826297599131,-16.3367965349204,2.35907642809526,2.07223525195906,2015.22649725386,2015.51333843,NA
150,1,1.39525080490373,-71.5107887284485,-16.3916466861036,-71.5072084600082,-16.4081331799979,2.37368320357677,0.978432398673046,2014.13269440058,2015.52794520548,367_2015_2015-07-13
164,166,0.242462706365192,-71.495540551577,-16.3893739538295,-71.5077241484197,-16.3853887932503,2.40206410514116,2.15960139877597,2015.31386340068,2015.55632610704,NA
159,160,0.326680799889575,-71.4962704453531,-16.3951442718394,-71.4960075964177,-16.3999857475617,2.44704594899609,2.12036514910652,2015.27462715101,2015.6013079509,NA
162,163,0.167154412723434,-71.4905648416024,-16.3941391733708,-71.4926336163005,-16.3975565507854,2.46183663756064,2.2946822248372,2015.44894422674,2015.61609863946,NA
249,250,0.407010163679686,-71.5729609586729,-16.3312543814414,-71.5545325233,-16.3245522701184,2.47077973578795,2.06376957210827,2015.21803157401,2015.62504173769,NA
160,11,0.08006191211601,-71.4960075964177,-16.3999857475617,-71.4961851700113,-16.4025578899996,2.5271078611121,2.44704594899609,2015.6013079509,2015.68136986301,560_2015_2015-09-07
225,228,0.212482822395824,-71.5826297599131,-16.3367965349204,-71.5840583012669,-16.3481068629249,2.57155925049108,2.35907642809526,2015.51333843,2015.72582125239,NA
153,154,0.266285734004668,-71.5060365366431,-16.3980349158041,-71.5069830439387,-16.3970407802064,2.57839394886332,2.31210821485865,2015.46637021676,2015.73265595077,NA
162,12,0.284480430795975,-71.4905648416024,-16.3941391733708,-71.4839462999959,-16.3924327999994,2.57916265563318,2.2946822248372,2015.44894422674,2015.73342465754,609_2015_2015-09-26
249,261,0.519161668700937,-71.5729609586729,-16.3312543814414,-71.5872417496832,-16.3352512669688,2.5829312408092,2.06376957210827,2015.21803157401,2015.73719324271,NA
163,13,0.163901360537826,-71.4926336163005,-16.3975565507854,-71.49329888001,-16.4024065400008,2.62573799809846,2.46183663756064,2015.61609863946,2015.78,653_2015_2015-10-13
218,219,0.563742759822601,-71.582384351995,-16.3348425741033,-71.5855425047917,-16.3319871353257,2.63597801178166,2.07223525195906,2015.22649725386,2015.79024001368,NA
153,3,0.3903421120066,-71.5060365366431,-16.3980349158041,-71.5037951800035,-16.4028825099999,2.70245032686525,2.31210821485865,2015.46637021676,2015.85671232877,696_2015_2015-11-10
159,9,0.590304355840804,-71.4962704453531,-16.3951442718394,-71.4957168500021,-16.3942294900003,2.71066950494732,2.12036514910652,2015.27462715101,2015.86493150685,699_2015_2015-11-13
163,14,0.281709579715196,-71.4926336163005,-16.3975565507854,-71.4939097500083,-16.394926149999,2.74354621727583,2.46183663756064,2015.61609863946,2015.89780821918,704_2015_2015-11-25
165,16,0.452366861355737,-71.4887954830938,-16.3916780834676,-71.4854837100001,-16.392892489998,2.76272429946735,2.31035743811162,2015.46461944001,2015.91698630137,711_2015_2015-12-02
261,265,0.180485229747005,-71.5872417496832,-16.3352512669688,-71.5922506263134,-16.331713704807,2.76341647055621,2.5829312408092,2015.73719324271,2015.91767847246,NA
225,226,0.406140621087857,-71.5826297599131,-16.3367965349204,-71.5874289711025,-16.3292442421022,2.76521704918312,2.35907642809526,2015.51333843,2015.91947905109,NA
