ident;lat;long;y_proj;x_proj
Ferrocarril_01;-16.45576825;-71.60421343;-1946895.105;2829885.504
Ferrocarril_01;-16.45577123;-71.60400018;-1946898.139;2829909.626
Ferrocarril_01;-16.45577733;-71.60398828;-1946899.005;2829910.894
Ferrocarril_01;-16.45578376;-71.60395204;-1946900.216;2829914.917
Ferrocarril_01;-16.45589998;-71.6036722;-1946917.383;2829945.106
Ferrocarril_01;-16.45605589;-71.60344478;-1946938.551;2829968.84
Ferrocarril_01;-16.45636124;-71.60323683;-1946977.019;2829988.417
Ferrocarril_01;-16.45668071;-71.60306978;-1947016.632;2830003.177
Ferrocarril_01;-16.45693568;-71.60290385;-1947048.655;2830018.651
Ferrocarril_01;-16.45713287;-71.60273544;-1947073.928;2830035.159
Ferrocarril_01;-16.45726612;-71.60255615;-1947091.829;2830053.735
Ferrocarril_01;-16.45739518;-71.60231378;-1947110.034;2830079.511
Ferrocarril_01;-16.45750962;-71.60199613;-1947127.468;2830114.007
Ferrocarril_01;-16.45758265;-71.60146947;-1947142.673;2830172.724
Ferrocarril_01;-16.45765786;-71.60107609;-1947156.455;2830216.313
Ferrocarril_01;-16.45763007;-71.60086108;-1947155.9;2830241.036
Ferrocarril_01;-16.45756055;-71.60065565;-1947150.323;2830265.218
Ferrocarril_01;-16.45748426;-71.60051982;-1947143.076;2830281.602
Ferrocarril_01;-16.45737144;-71.60037709;-1947131.626;2830299.246
Ferrocarril_01;-16.45709858;-71.60017951;-1947102.076;2830325.191
Ferrocarril_01;-16.45689821;-71.59999932;-1947080.82;2830348.22
Ferrocarril_01;-16.45676465;-71.59979948;-1947067.653;2830372.604
Ferrocarril_01;-16.45667836;-71.59957107;-1947060.397;2830399.609
Ferrocarril_01;-16.45664773;-71.59936336;-1947059.416;2830423.543
Ferrocarril_01;-16.45667028;-71.59915095;-1947064.738;2830447.315
Ferrocarril_01;-16.45676104;-71.59884627;-1947079.23;2830480.651
Ferrocarril_01;-16.45692826;-71.59843569;-1947104.033;2830524.989
Ferrocarril_01;-16.45695671;-71.59823748;-1947109.869;2830547.074
Ferrocarril_01;-16.45696437;-71.59799649;-1947113.802;2830574.28
Ferrocarril_01;-16.45693204;-71.59772551;-1947113.418;2830605.403
Ferrocarril_01;-16.45692403;-71.59748778;-1947115.471;2830632.443
Ferrocarril_01;-16.45698865;-71.59724729;-1947126.086;2830658.847
Ferrocarril_01;-16.45706478;-71.59700522;-1947138.073;2830685.281
Ferrocarril_01;-16.45718813;-71.5968545;-1947154.453;2830700.749
Ferrocarril_01;-16.45733203;-71.59669403;-1947173.37;2830717.053
Ferrocarril_01;-16.45748493;-71.59651181;-1947193.618;2830735.703
Ferrocarril_01;-16.45758601;-71.59635121;-1947207.509;2830752.581
Ferrocarril_01;-16.45765953;-71.59611937;-1947219.06;2830777.89
Ferrocarril_01;-16.45773797;-71.59587393;-1947231.361;2830804.674
Ferrocarril_01;-16.45783521;-71.59566507;-1947245.408;2830827.07
Ferrocarril_01;-16.45797391;-71.59548433;-1947263.97;2830845.738
Ferrocarril_01;-16.45812831;-71.59531116;-1947284.279;2830863.343
Ferrocarril_01;-16.45826595;-71.59517085;-1947302.207;2830877.444
Ferrocarril_01;-16.45833069;-71.59504948;-1947311.338;2830890.352
Ferrocarril_01;-16.45839723;-71.59491457;-1947320.849;2830904.768
Ferrocarril_01;-16.45843198;-71.59473758;-1947327.159;2830924.368
Ferrocarril_01;-16.45846926;-71.59455273;-1947333.863;2830944.826
Ferrocarril_01;-16.45842702;-71.59398066;-1947336.108;2831010.194
Ferrocarril_01;-16.45837045;-71.59318611;-1947339.474;2831100.958
Ferrocarril_01;-16.45833269;-71.5928836;-1947338.85;2831135.725
Ferrocarril_01;-16.45827483;-71.59226088;-1947339.9;2831207.037
Ferrocarril_01;-16.45828012;-71.59213457;-1947342.112;2831221.28
Ferrocarril_01;-16.4583975;-71.59157057;-1947362.998;2831283.652
Ferrocarril_01;-16.45846763;-71.5912054;-1947375.832;2831324.112
Ferrocarril_01;-16.45851755;-71.59099599;-1947384.332;2831347.187
Ferrocarril_01;-16.45858451;-71.59037601;-1947400.004;2831416.559
Ferrocarril_01;-16.45861913;-71.59012944;-1947407.176;2831444.045
Ferrocarril_01;-16.45865456;-71.58991875;-1947413.989;2831467.454
Ferrocarril_01;-16.45874124;-71.5897044;-1947426.867;2831490.61
Ferrocarril_01;-16.45888014;-71.58947247;-1947446.099;2831515.075
Ferrocarril_01;-16.45907688;-71.58928303;-1947471.586;2831533.972
Ferrocarril_01;-16.45928539;-71.58911101;-1947498.236;2831550.74
Ferrocarril_01;-16.45944427;-71.58893455;-1947519.115;2831568.66
Ferrocarril_01;-16.45958294;-71.58868646;-1947538.523;2831594.959
Ferrocarril_01;-16.45966021;-71.588444;-1947550.651;2831621.422
Ferrocarril_01;-16.45974323;-71.58797;-1947566.372;2831674.044
Ferrocarril_01;-16.45984241;-71.58774508;-1947580.852;2831698.235
Ferrocarril_01;-16.45992556;-71.58752076;-1947593.441;2831722.565
Ferrocarril_01;-16.45998763;-71.58727845;-1947603.783;2831749.21
Ferrocarril_01;-16.45999437;-71.5870983;-1947606.844;2831769.534
Ferrocarril_01;-16.45999221;-71.58695709;-1947608.37;2831785.562
Ferrocarril_01;-16.45994981;-71.58675965;-1947605.879;2831808.487
Ferrocarril_01;-16.45989361;-71.58651427;-1947602.371;2831837.025
Ferrocarril_01;-16.45986789;-71.58614936;-1947603.95;2831878.707
Ferrocarril_01;-16.45992865;-71.58586342;-1947614.687;2831910.313
Ferrocarril_01;-16.46004058;-71.58560287;-1947631.114;2831938.373
Ferrocarril_01;-16.46020316;-71.58537828;-1947653.035;2831961.698
Ferrocarril_01;-16.46064912;-71.5848885;-1947711.572;2832011.369
Ferrocarril_01;-16.46110089;-71.5843682;-1947771.177;2832064.422
Ferrocarril_01;-16.46125859;-71.58414106;-1947792.556;2832088.099
Ferrocarril_01;-16.46134143;-71.58396751;-1947804.472;2832106.681
Ferrocarril_01;-16.46141709;-71.58379688;-1947815.506;2832125.027
Ferrocarril_01;-16.46147478;-71.58348729;-1947826.182;2832159.352
Ferrocarril_01;-16.46149047;-71.58317794;-1947831.923;2832194.199
Ferrocarril_01;-16.46144856;-71.58284115;-1947831.248;2832232.907
Ferrocarril_01;-16.46138267;-71.58260018;-1947826.548;2832261.071
Ferrocarril_01;-16.46125861;-71.58234209;-1947815.233;2832291.936
Ferrocarril_01;-16.46104445;-71.5820584;-1947793.662;2832326.877
Ferrocarril_01;-16.46016472;-71.58120808;-1947701.078;2832434.717
Ferrocarril_01;-16.46013505;-71.58118516;-1947697.884;2832437.703
Ferrocarril_01;-16.45959319;-71.5806528;-1947640.967;2832505.102
Ferrocarril_01;-16.45931614;-71.58027986;-1947613.135;2832550.98
Ferrocarril_01;-16.45908882;-71.57979203;-1947592.591;2832609.226
Ferrocarril_01;-16.45908041;-71.57977653;-1947591.799;2832611.091
Ferrocarril_01;-16.45894623;-71.57926763;-1947582.458;2832670.509
Ferrocarril_01;-16.45889384;-71.5787766;-1947582.496;2832726.833
Ferrocarril_01;-16.45889169;-71.57876631;-1947582.372;2832728.026
Ferrocarril_01;-16.4589407;-71.57827136;-1947594.366;2832783.47
Ferrocarril_01;-16.45901569;-71.5779302;-1947607.474;2832821.149
Ferrocarril_01;-16.45914985;-71.57759468;-1947627.457;2832857.414
Ferrocarril_01;-16.45932102;-71.5772572;-1947651.811;2832893.419
Ferrocarril_01;-16.45944878;-71.5770478;-1947669.454;2832915.477
Ferrocarril_01;-16.45953237;-71.57686451;-1947681.58;2832935.155
Ferrocarril_01;-16.4595911;-71.57663921;-1947691.317;2832959.917
Ferrocarril_01;-16.45961136;-71.57645816;-1947695.979;2832980.168
Ferrocarril_01;-16.45960397;-71.57625001;-1947697.736;2833003.849
Ferrocarril_01;-16.45954298;-71.57603599;-1947693.273;2833028.898
Ferrocarril_01;-16.4594278;-71.57581657;-1947682.514;2833055.266
Ferrocarril_01;-16.45916463;-71.57554632;-1947655.017;2833089.328
Ferrocarril_01;-16.45890463;-71.57530737;-1947627.498;2833119.801
Ferrocarril_01;-16.4586986;-71.57509213;-1947606.019;2833146.883
Ferrocarril_01;-16.45859107;-71.5749764;-1947594.851;2833161.403
Ferrocarril_01;-16.45835159;-71.57461364;-1947571.302;2833205.637
Ferrocarril_01;-16.45815303;-71.57434608;-1947551.36;2833238.55
Ferrocarril_01;-16.45801567;-71.57423273;-1947536.659;2833253.189
Ferrocarril_01;-16.4578805;-71.5741748;-1947521.516;2833261.52
Ferrocarril_01;-16.45757776;-71.57404417;-1947487.612;2833280.278
Ferrocarril_01;-16.45685787;-71.57382032;-1947405.899;2833315.05
Ferrocarril_01;-16.45659605;-71.57372089;-1947376.407;2833329.738
Ferrocarril_01;-16.45628832;-71.5735683;-1947342.194;2833351.049
Ferrocarril_01;-16.45590575;-71.57332685;-1947300.313;2833383.408
Ferrocarril_01;-16.45549058;-71.5730602;-1947254.921;2833419.049
Ferrocarril_01;-16.45416138;-71.57221732;-1947109.459;2833531.929
Ferrocarril_01;-16.45365368;-71.57188805;-1947053.99;2833575.875
Ferrocarril_01;-16.45302306;-71.57149466;-1946984.895;2833628.693
Ferrocarril_01;-16.45250768;-71.57117282;-1946928.43;2833671.897
Ferrocarril_01;-16.45166313;-71.57060654;-1946836.392;2833747.103
Ferrocarril_01;-16.45134168;-71.57035092;-1946801.866;2833780.27
Ferrocarril_01;-16.45105015;-71.57004952;-1946771.431;2833818.234
Ferrocarril_01;-16.45018534;-71.56905448;-1946682.418;2833942.295
Ferrocarril_01;-16.44965131;-71.5685366;-1946626.233;2834007.96
Ferrocarril_01;-16.44876934;-71.5678653;-1946531.122;2834095.558
Ferrocarril_01;-16.44834424;-71.56769363;-1946483.366;2834120.565
Ferrocarril_01;-16.44786131;-71.56759649;-1946427.877;2834137.883
Ferrocarril_01;-16.4461432;-71.56735523;-1946229.151;2834187.668
Ferrocarril_01;-16.44541824;-71.56719647;-1946146.017;2834215.13
Ferrocarril_01;-16.44502219;-71.56706757;-1946101.131;2834234.911
Ferrocarril_01;-16.44345667;-71.56648255;-1945924.656;2834321.66
Ferrocarril_01;-16.44274095;-71.56623754;-1945843.693;2834358.774
Ferrocarril_01;-16.44196551;-71.56594921;-1945756.262;2834401.58
Ferrocarril_01;-16.44132164;-71.56586754;-1945681.676;2834419.245
Ferrocarril_01;-16.44053226;-71.56609452;-1945586.113;2834403.829
Ferrocarril_01;-16.44009737;-71.56611997;-1945534.721;2834406.623
Ferrocarril_01;-16.43983649;-71.56608707;-1945504.498;2834413.759
Ferrocarril_01;-16.43955185;-71.56595972;-1945472.675;2834431.909
Ferrocarril_01;-16.4392613;-71.56572104;-1945441.561;2834462.754
Ferrocarril_01;-16.43899102;-71.56555199;-1945411.951;2834485.442
Ferrocarril_01;-16.43868989;-71.56543415;-1945378.072;2834502.731
Ferrocarril_01;-16.43808532;-71.56531626;-1945308.558;2834523.986
Ferrocarril_01;-16.43773025;-71.5652217;-1945268.051;2834539.339
Ferrocarril_01;-16.43751646;-71.56510268;-1945244.444;2834555.621
Ferrocarril_01;-16.43708137;-71.56482496;-1945196.847;2834592.777
Ferrocarril_01;-16.43684285;-71.56474497;-1945169.843;2834604.958
Ferrocarril_01;-16.43649406;-71.56467881;-1945129.716;2834617.01
Ferrocarril_01;-16.43646826;-71.5646703;-1945126.793;2834618.312
Ferrocarril_01;-16.43565495;-71.56460763;-1945032.068;2834636.034
Ferrocarril_01;-16.43515972;-71.56455123;-1944974.62;2834648.892
Ferrocarril_01;-16.43483361;-71.56445587;-1944937.523;2834663.957
Ferrocarril_01;-16.43455628;-71.56432134;-1944906.649;2834682.826
Ferrocarril_01;-16.43443726;-71.56424057;-1944893.689;2834693.534
Ferrocarril_01;-16.43431688;-71.5641314;-1944880.927;2834707.479
Ferrocarril_01;-16.43418706;-71.56396608;-1944867.764;2834727.911
Ferrocarril_01;-16.43400273;-71.56366912;-1944849.858;2834763.975
Ferrocarril_01;-16.43381345;-71.56334815;-1944831.673;2834802.826
Ferrocarril_01;-16.43357812;-71.56293823;-1944809.201;2834852.359
Ferrocarril_01;-16.43323559;-71.56235449;-1944776.329;2834922.992
Ferrocarril_01;-16.43311766;-71.56222117;-1944764.16;2834939.643
Ferrocarril_01;-16.43300219;-71.56210934;-1944752.008;2834953.826
Ferrocarril_01;-16.43285124;-71.56198605;-1944735.833;2834969.771
Ferrocarril_01;-16.43284167;-71.56198104;-1944734.773;2834970.464
Ferrocarril_01;-16.43265679;-71.56187989;-1944714.335;2834984.342
Ferrocarril_01;-16.43265322;-71.56187472;-1944713.981;2834984.975
Ferrocarril_01;-16.43263798;-71.56187001;-1944712.25;2834985.708
Ferrocarril_01;-16.43249838;-71.56181915;-1944696.496;2834993.295
Ferrocarril_01;-16.43227303;-71.56176322;-1944670.736;2835002.576
Ferrocarril_01;-16.4320238;-71.56171701;-1944642.048;2835011.068
Ferrocarril_01;-16.4316696;-71.56165249;-1944601.263;2835023.005
Ferrocarril_01;-16.4314532;-71.56159594;-1944576.562;2835032.239
Ferrocarril_01;-16.43134897;-71.56154104;-1944565.012;2835039.823
Ferrocarril_01;-16.43100964;-71.56128367;-1944528.403;2835073.424
Ferrocarril_01;-16.43016723;-71.56065532;-1944437.386;2835155.642
Ferrocarril_01;-16.42950813;-71.56016523;-1944366.155;2835219.796
Ferrocarril_01;-16.42891523;-71.55971361;-1944302.213;2835278.726
Ferrocarril_01;-16.42852679;-71.55942763;-1944260.196;2835316.213
Ferrocarril_01;-16.42835911;-71.55929292;-1944242.2;2835333.671
Ferrocarril_01;-16.42748469;-71.55855161;-1944148.845;2835429.112
Ferrocarril_01;-16.42697528;-71.55812283;-1944094.42;2835484.363
Ferrocarril_01;-16.42631692;-71.55757558;-1944023.994;2835554.988
Ferrocarril_01;-16.42416724;-71.55577272;-1943794.238;2835787.408
Ferrocarril_01;-16.42364363;-71.55536068;-1943737.932;2835840.95
Ferrocarril_02; ; ;-1.516416327;20763369.87
Ferrocarril_02;-16.42340998;-71.55524904;-1943711.898;2835856.654
Ferrocarril_02;-16.42314428;-71.55516169;-1943681.793;2835870.025
Ferrocarril_02;-16.42313462;-71.55515926;-1943680.688;2835870.426
Ferrocarril_02;-16.42311605;-71.55515897;-1943678.511;2835870.701
Ferrocarril_02;-16.42292871;-71.55514886;-1943656.636;2835874.293
Ferrocarril_02;-16.42257174;-71.55522001;-1943613.815;2835870.888
Ferrocarril_02;-16.42218625;-71.55538264;-1943566.491;2835857.484
Ferrocarril_02;-16.42205946;-71.55545546;-1943550.682;2835850.886
Ferrocarril_02;-16.42188486;-71.55559723;-1943528.39;2835837.093
Ferrocarril_02;-16.42161604;-71.55584071;-1943493.75;2835813.003
Ferrocarril_02;-16.4210284;-71.55632992;-1943418.572;2835765.219
Ferrocarril_02;-16.42102043;-71.55633249;-1943417.603;2835765.031
Ferrocarril_02;-16.42080387;-71.55647263;-1943390.403;2835751.972
Ferrocarril_02;-16.42063201;-71.55655087;-1943369.233;2835745.346
Ferrocarril_02;-16.42046099;-71.55661211;-1943348.376;2835740.637
Ferrocarril_02;-16.42006572;-71.55669373;-1943300.926;2835736.542
Ferrocarril_02;-16.4197869;-71.55667423;-1943268.424;2835742.392
Ferrocarril_02;-16.41925356;-71.55659198;-1943206.821;2835758.676
Ferrocarril_02;-16.41878634;-71.55637768;-1943154.646;2835789.066
Ferrocarril_02;-16.4177241;-71.5558885;-1943036.051;2835858.379
Ferrocarril_02;-16.41659734;-71.55533797;-1942910.649;2835935.489
Ferrocarril_02;-16.41575296;-71.55493678;-1942816.53;2835991.986
Ferrocarril_02;-16.4149093;-71.5545588;-1942722.204;2836045.842
Ferrocarril_02;-16.41469311;-71.55445554;-1942698.114;2836060.368
Ferrocarril_02;-16.41418807;-71.55434811;-1942640.149;2836079.137
Ferrocarril_02;-16.41351294;-71.55420421;-1942562.668;2836104.259
Ferrocarril_02;-16.41314709;-71.55415712;-1942520.292;2836114.37
Ferrocarril_02;-16.41278125;-71.55409506;-1942478.106;2836126.178
Ferrocarril_02;-16.41249115;-71.55400792;-1942445.131;2836139.841
Ferrocarril_02;-16.41248121;-71.55400818;-1942443.961;2836139.942
Ferrocarril_02;-16.4122497;-71.55389748;-1942418.164;2836155.512
Ferrocarril_02;-16.41182198;-71.55365036;-1942371.04;2836189.106
Ferrocarril_02;-16.4112575;-71.5532832;-1942309.365;2836238.093
Ferrocarril_02;-16.4107213;-71.55296457;-1942250.4;2836281.209
Ferrocarril_02;-16.40972403;-71.55235539;-1942140.941;2836363.279
Ferrocarril_02;-16.40952662;-71.5522267;-1942119.376;2836380.444
Ferrocarril_02;-16.40883353;-71.5518074;-1942043.251;2836437.021
Ferrocarril_02;-16.40841379;-71.55160312;-1941996.524;2836465.656
Ferrocarril_02;-16.40826519;-71.55155839;-1941979.634;2836472.664
Ferrocarril_02;-16.4076762;-71.55145646;-1941911.739;2836491.903
Ferrocarril_02;-16.40728892;-71.5514689;-1941866.096;2836495.545
Ferrocarril_02;-16.40677944;-71.55159619;-1941804.653;2836487.761
Ferrocarril_02;-16.40495662;-71.55208814;-1941584.365;2836455.765
Ferrocarril_02;-16.40396745;-71.55238016;-1941464.509;2836435.56
Ferrocarril_02;-16.40186986;-71.5530505;-1941209.705;2836386.916
Ferrocarril_02;-16.40100109;-71.55332397;-1941104.225;2836367.241
Ferrocarril_02;-16.4001537;-71.55356858;-1941001.618;2836350.557
Ferrocarril_02;-16.39726224;-71.5543895;-1940651.68;2836295.182
Ferrocarril_02;-16.39513338;-71.55502725;-1940393.618;2836250.624
Ferrocarril_02;-16.39236842;-71.55589878;-1940057.906;2836187.846
Ferrocarril_02;-16.39111533;-71.55626591;-1939906.11;2836162.549
Ferrocarril_02;-16.39048291;-71.55646511;-1939829.327;2836148.205
Ferrocarril_02;-16.38831491;-71.55711169;-1939566.561;2836103.139
Ferrocarril_02;-16.38789529;-71.55720553;-1939516.096;2836097.965
Ferrocarril_02;-16.38753042;-71.55727554;-1939472.36;2836094.781
Ferrocarril_02;-16.38704687;-71.55733374;-1939414.835;2836094.48
Ferrocarril_02;-16.38671605;-71.5573645;-1939375.594;2836095.302
Ferrocarril_02;-16.38583484;-71.55735631;-1939272.196;2836107.709
Ferrocarril_02;-16.38371398;-71.55725013;-1939024.433;2836147.368
Ferrocarril_02;-16.38295649;-71.55720428;-1938936.039;2836162.43
Ferrocarril_02;-16.38257441;-71.55721606;-1938891.015;2836166.07
Ferrocarril_02;-16.38236094;-71.55722422;-1938865.84;2836167.925
Ferrocarril_02;-16.38200308;-71.55725917;-1938823.37;2836168.622
Ferrocarril_02;-16.38091113;-71.55750582;-1938692.017;2836154.874
Ferrocarril_02;-16.37982385;-71.55774994;-1938561.244;2836141.351
Ferrocarril_02;-16.3792226;-71.55790383;-1938488.692;2836131.73
Ferrocarril_02;-16.37702352;-71.55842509;-1938223.855;2836101.254
Ferrocarril_02;-16.37592042;-71.55865475;-1938091.407;2836089.571
Ferrocarril_02;-16.3739632;-71.55915864;-1937855.195;2836057.91
Ferrocarril_02;-16.37332043;-71.55930036;-1937777.921;2836050.206
Ferrocarril_02;-16.36738601;-71.56070003;-1937063.328;2835968.707
Ferrocarril_02;-16.36477154;-71.56130031;-1936748.714;2835934.644
Ferrocarril_02;-16.36347177;-71.56148914;-1936593.682;2835930.136
Ferrocarril_02;-16.36055548;-71.56236918;-1936240.109;2835868.263
Ferrocarril_02;-16.35865873;-71.56376376;-1935999.828;2835734.781
Ferrocarril_02;-16.35676743;-71.5654666;-1935756.323;2835566.268
Ferrocarril_02;-16.34554204;-71.57547032;-1934312.468;2834577.669
Ferrocarril_02;-16.34379168;-71.57711205;-1934086.322;2834414.218
Ferrocarril_02;-16.34351972;-71.57743181;-1934050.375;2834381.486
Ferrocarril_02;-16.34333311;-71.57770432;-1934025.044;2834353.005
Ferrocarril_02;-16.34312805;-71.57824943;-1933994.131;2834293.852
Ferrocarril_02;-16.34308148;-71.57846326;-1933985.982;2834270.208
Ferrocarril_02;-16.34305605;-71.57879755;-1933978.807;2834232.63
Ferrocarril_02;-16.34297297;-71.58142852;-1933936.089;2833935.363
Ferrocarril_02;-16.34285495;-71.58426743;-1933886.669;2833614.974
Ferrocarril_02;-16.34281236;-71.58495148;-1933873.1;2833537.959
Ferrocarril_02;-16.34274595;-71.58522355;-1933861.893;2833507.969
Ferrocarril_02;-16.34268477;-71.58550651;-1933851.164;2833476.677
Ferrocarril_02;-16.34262699;-71.58574782;-1933841.356;2833450.062
Ferrocarril_02;-16.3424643;-71.5861962;-1933816.634;2833401.33
Ferrocarril_02;-16.3422888;-71.58658207;-1933791.192;2833359.85
Ferrocarril_02;-16.34151045;-71.58771178;-1933685.637;2833241.843
Ferrocarril_02;-16.34073736;-71.58871428;-1933582.294;2833138.19
Ferrocarril_02;-16.34029027;-71.58930538;-1933522.389;2833076.961
Ferrocarril_02;-16.33943686;-71.59028389;-1933409.916;2832977.069
Ferrocarril_02;-16.33888208;-71.5907256;-1933339.236;2832934.174
Ferrocarril_02;-16.33836389;-71.59101976;-1933274.698;2832907.536
Ferrocarril_02;-16.33747442;-71.59149483;-1933164.295;2832865.197
Ferrocarril_02;-16.33214432;-71.59437506;-1932502.307;2832607.666
Ferrocarril_02;-16.33161352;-71.59465525;-1932436.467;2832582.771
Ferrocarril_02;-16.32803727;-71.59662778;-1931991.817;2832405.416
Ferrocarril_02;-16.32714887;-71.59708675;-1931881.749;2832364.876
Ferrocarril_02;-16.32564082;-71.59787313;-1931694.818;2832295.23
Ferrocarril_02;-16.32504374;-71.59817749;-1931620.895;2832268.447
Ferrocarril_02;-16.32425105;-71.59864624;-1931521.945;2832225.555
Ferrocarril_02;-16.32398002;-71.59886811;-1931487.343;2832203.904
Ferrocarril_02;-16.32379049;-71.59908951;-1931462.317;2832181.251
Ferrocarril_02;-16.32364466;-71.59932706;-1931442.222;2832156.2
Ferrocarril_02;-16.32352679;-71.59953686;-1931425.758;2832133.936
Ferrocarril_02;-16.32339388;-71.59979574;-1931406.913;2832106.3
Ferrocarril_02;-16.32321946;-71.60024029;-1931380.874;2832058.146
Ferrocarril_02;-16.32284295;-71.60122544;-1931324.344;2831951.304
Ferrocarril_02;-16.32210296;-71.60321924;-1931212.526;2831734.788
Ferrocarril_02;-16.32181422;-71.60392159;-1931169.841;2831658.881
Ferrocarril_02;-16.32155145;-71.60446519;-1931132.192;2831600.638
Ferrocarril_02;-16.32116251;-71.60516782;-1931077.738;2831525.994
Ferrocarril_02;-16.32060489;-71.60616173;-1930999.838;2831420.503
Ferrocarril_02;-16.31972319;-71.60773327;-1930876.666;2831253.702
Ferrocarril_02;-16.31912671;-71.60880312;-1930793.257;2831140.101
Ferrocarril_02;-16.31804733;-71.61073802;-1930642.341;2830934.651
Ferrocarril_02;-16.31770405;-71.61126751;-1930595.417;2830879.048
Ferrocarril_02;-16.31743407;-71.61157318;-1930559.897;2830847.878
Ferrocarril_02;-16.31676198;-71.6122712;-1930472.259;2830777.417
Ferrocarril_02;-16.31619819;-71.61282723;-1930399.112;2830721.656
Ferrocarril_02;-16.31602406;-71.61306051;-1930375.751;2830697.455
Ferrocarril_02;-16.31594126;-71.61326436;-1930363.484;2830675.41
Ferrocarril_02;-16.31590942;-71.61347482;-1930357.117;2830651.956
Ferrocarril_02;-16.31590235;-71.61376874;-1930352.616;2830618.718
Ferrocarril_02;-16.31589562;-71.61425289;-1930345.781;2830563.904
Ferrocarril_02;-16.31587224;-71.61452293;-1930339.665;2830533.584
Ferrocarril_02;-16.31574461;-71.61501379;-1930318.549;2830479.574
Ferrocarril_02;-16.31557475;-71.61541445;-1930293.601;2830436.337
Ferrocarril_02;-16.31528316;-71.61586071;-1930253.79;2830389.503
Ferrocarril_02;-16.3145228;-71.61685445;-1930152.1;2830286.647
Ferrocarril_02;-16.31380391;-71.61779033;-1930056.005;2830189.816
Ferrocarril_02;-16.31354598;-71.61817235;-1930020.949;2830149.83
Ferrocarril_02;-16.31318249;-71.61895414;-1929968.509;2830065.877
Ferrocarril_02;-16.31284246;-71.61988004;-1929917.028;2829965.279
Ferrocarril_02;-16.31211965;-71.62171726;-1929809.228;2829766.289
Ferrocarril_02;-16.3117859;-71.62257493;-1929759.338;2829673.347
Ferrocarril_02;-16.3114374;-71.62307737;-1929712.148;2829620.877
Ferrocarril_02;-16.31102364;-71.62341401;-1929659.364;2829588.05
Ferrocarril_02;-16.31069561;-71.62355637;-1929619.072;2829576.144
Ferrocarril_02;-16.31025836;-71.62366994;-1929566.312;2829568.915
Ferrocarril_02;-16.30979516;-71.62367598;-1929511.848;2829574.214
Ferrocarril_02;-16.30945106;-71.62359326;-1929472.476;2829588.039
Ferrocarril_02;-16.30904369;-71.62342177;-1929426.782;2829612.747
Ferrocarril_02;-16.3086129;-71.62323205;-1929378.565;2829639.824
Ferrocarril_02;-16.30824821;-71.62317355;-1929336.472;2829651.169
Ferrocarril_02;-16.30794099;-71.62320497;-1929300.008;2829651.575
Ferrocarril_02;-16.30768419;-71.62331772;-1929268.447;2829642.106
Ferrocarril_02;-16.30737041;-71.62359036;-1929228.202;2829615.243
Ferrocarril_02;-16.30723637;-71.62383024;-1929209.472;2829589.773
Ferrocarril_02;-16.30715466;-71.62407593;-1929196.813;2829562.967
Ferrocarril_02;-16.30710557;-71.62446813;-1929186.156;2829519.129
Ferrocarril_02;-16.30707102;-71.62481787;-1929177.738;2829479.915
Ferrocarril_02;-16.30700305;-71.62509947;-1929166.244;2829448.861
Ferrocarril_02;-16.30689045;-71.62538211;-1929149.497;2829418.265
Ferrocarril_02;-16.30671175;-71.62561279;-1929125.638;2829394.416
Ferrocarril_02;-16.30650197;-71.62585461;-1929097.99;2829369.703
Ferrocarril_02;-16.30626385;-71.62605053;-1929067.587;2829350.562
Ferrocarril_02;-16.30588852;-71.62626626;-1929020.826;2829330.946
Ferrocarril_02;-16.30519756;-71.62657606;-1928935.832;2829304.737
Ferrocarril_02;-16.30293649;-71.62752345;-1928658.527;2829226.499
Ferrocarril_02;-16.30193367;-71.62796904;-1928535.223;2829188.916
Ferrocarril_02;-16.30155158;-71.62811123;-1928488.586;2829177.725
Ferrocarril_02;-16.3011761;-71.62815167;-1928443.994;2829177.986
Ferrocarril_02;-16.29983512;-71.62822892;-1928285.575;2829186.534
Ferrocarril_02;-16.29820643;-71.62832194;-1928093.177;2829197.006
Ferrocarril_02;-16.2977736;-71.62844327;-1928040.843;2829188.834
Ferrocarril_02;-16.29716915;-71.62875366;-1927966;2829161.435
Ferrocarril_02;-16.29644303;-71.62940648;-1927872.605;2829096.775
Ferrocarril_02;-16.29542853;-71.63042421;-1927740.803;2828994.454
Ferrocarril_02;-16.29501687;-71.6308368;-1927687.325;2828952.977
Ferrocarril_02;-16.29485685;-71.63111211;-1927665.107;2828923.822
Ferrocarril_02;-16.29480502;-71.63132065;-1927656.422;2828900.843
Ferrocarril_02;-16.29478791;-71.63152544;-1927651.861;2828877.839
Ferrocarril_02;-16.29478786;-71.63196194;-1927646.418;2828828.341
Ferrocarril_02;-16.29481861;-71.63238732;-1927644.728;2828779.706
Ferrocarril_02;-16.29486553;-71.63265121;-1927646.95;2828749.176
Ferrocarril_02;-16.29511952;-71.63304682;-1927671.843;2828701.038
Ferrocarril_02;-16.29533744;-71.63334027;-1927693.774;2828664.95
Ferrocarril_02;-16.29555016;-71.63366403;-1927714.719;2828625.492
Ferrocarril_02;-16.29561519;-71.63384531;-1927720.095;2828604.096
Ferrocarril_02;-16.29565692;-71.63409719;-1927721.857;2828574.995
Ferrocarril_02;-16.29564252;-71.63429934;-1927717.648;2828552.258
Ferrocarril_02;-16.29549495;-71.63471117;-1927695.19;2828507.461
